Name,Nationality,Date of Birth,Height,Club,Position,Appearances,Goals,Assists,Clean sheets,Facebook,Gls,Ast,xG,xAG,PrgC,PrgP,Min,MP,Tkl,TklW,Int,Recoveries,Gls_per_90,Ast_per_90
Issa Diop,France,09/01/1997 (27),194cm,Fulham,Defender,139.0,7.0,2.0,26.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Axel Disasi,France,11/03/1998 (26),190cm,Chelsea,Defender,31.0,2.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ben Doak,Scotland,11/11/2005 (18),175cm,Liverpool,Forward,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Lewis Dobbin,England,03/01/2003 (21),175cm,Aston Villa,Forward,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Owen Dodgson,England,19/03/2003,178cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jérémy Doku,Belgium,27/05/2002 (22),173cm,Manchester City,Forward,29.0,3.0,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Nicolás Domínguez,Argentina,28/06/1998 (26),179cm,Nottingham Forest,Midfielder,26.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Dominic Martins,Portugal,13/10/2005,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jamie Donley,England,03/01/2005 (19),0,Tottenham Hotspur,Forward,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Alfie Dorrington,England,20/04/2005,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Cheick Doucouré,Mali,08/01/2000 (24),180cm,Crystal Palace,Midfielder,45.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Alfie Doughty,England,21/12/1999,183cm,0,Midfielder,37.0,2.0,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Douglas Luiz,Brazil,09/05/1998,175cm,0,Midfielder,175.0,20.0,18.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Flynn Downes,England,20/01/1999 (25),173cm,Southampton,Midfielder,21.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tommy Doyle,England,17/10/2001 (22),172cm,Wolverhampton Wanderers,Midfielder,27.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Mohamed Dräger,Tunisia,25/06/1996,180cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Radu Dragusin,Romania,03/02/2002 (22),191cm,Tottenham Hotspur,Defender,9.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Cody Drameh,England,08/12/2001,175cm,0,Defender,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Martin Dúbravka,Slovakia,15/01/1989 (35),190cm,Newcastle United,Goalkeeper,152.0,0.0,0.0,41.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Joshua Duffus,England,15/12/2004,0,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jhon Durán,Colombia,13/12/2003 (20),185cm,Aston Villa,Forward,35.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Kiano Dyer,England,21/11/2006,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
George Earthy,England,05/09/2004 (19),0,West Ham United,Midfielder,3.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Evan Easton,Scotland,14/01/2005,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jake Eastwood,England,03/10/1996,193cm,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Malcolm Ebiowei,England,04/09/2003,185cm,0,Forward,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Claudio Echeverri,Argentina,02/01/2006,171cm,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ederson,Brazil,17/08/1993 (30),188cm,Manchester City,Goalkeeper,250.0,0.0,3.0,112.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Odsonne Édouard,France,16/01/1998 (26),187cm,Crystal Palace,Forward,93.0,18.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Khayon Edwards,Jamaica,12/09/2003,180cm,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
John Egan,Ireland,20/10/1992,185cm,0,Defender,73.0,2.0,1.0,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
CJ Egan-Riley,England,02/01/2003,183cm,0,Defender,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Hjalmar Ekdal,Sweden,21/10/1998,188cm,0,Defender,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Anthony Elanga,Sweden,27/04/2002 (22),178cm,Nottingham Forest,Forward,75.0,8.0,12.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Harvey Elliott,England,04/04/2003 (21),170cm,Liverpool,Midfielder,76.0,4.0,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Noam Emeran,France,24/09/2002,179cm,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Emerson,Italy,03/08/1994 (30),176cm,West Ham United,Defender,91.0,2.0,3.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Emerson Royal,Brazil,14/01/1999 (25),181cm,Tottenham Hotspur,Defender,79.0,4.0,2.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Lander Emery,Spain,29/03/2003,0,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Julio Enciso,Paraguay,23/01/2004 (20),173cm,Brighton & Hove Albion,Forward,32.0,4.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Wataru Endo,Japan,09/02/1993 (31),178cm,Liverpool,Midfielder,29.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Christian Eriksen,Denmark,14/02/1992 (32),182cm,Manchester United,Midfielder,287.0,54.0,76.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Maxime Estève,France,26/05/2002,193cm,0,Defender,16.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Pervis Estupiñán,Ecuador,21/01/1998 (26),175cm,Brighton & Hove Albion,Defender,54.0,3.0,8.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Eberechi Eze,England,29/06/1998 (26),178cm,Crystal Palace,Midfielder,112.0,26.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Lukasz Fabianski,Poland,18/04/1985 (39),190cm,West Ham United,Goalkeeper,362.0,0.0,2.0,90.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Fabinho,Brazil,23/10/1993,188cm,0,Midfielder,151.0,8.0,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Fábio Carvalho,Portugal,30/08/2002 (21),170cm,Liverpool,Midfielder,17.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Fábio Silva,Portugal,19/07/2002 (22),185cm,Rangers,Forward,62.0,4.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Fábio Vieira,Portugal,30/05/2000 (24),170cm,Arsenal,Midfielder,33.0,2.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Malachi Fagan-Walcott,England,11/03/2002,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Romain Faivre,France,14/07/1998 (26),180cm,Bournemouth,Midfielder,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ansu Fati,Spain,31/10/2002,178cm,0,Forward,19.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Josh Feeney,England,06/05/2005,193cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Felipe,Brazil,16/05/1989,190cm,0,Defender,23.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Evan Ferguson,Ireland,19/10/2004 (19),183cm,Brighton & Hove Albion,Forward,47.0,12.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Enzo Fernández,Argentina,17/01/2001 (23),178cm,Chelsea,Midfielder,46.0,3.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Will Fish,England,17/02/2003 (21),185cm,Manchester United,Defender,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
John Fleck,Scotland,24/08/1991,170cm,0,Midfielder,65.0,5.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Mark Flekken,Netherlands,13/06/1993 (31),195cm,Brentford,Goalkeeper,37.0,0.0,1.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Phil Foden,England,28/05/2000 (24),171cm,Manchester City,Midfielder,164.0,54.0,26.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Wes Foderingham,England,14/01/1991 (33),185cm,West Ham United,Goalkeeper,30.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
David Datro Fofana,Cote D’Ivoire,22/12/2002 (21),181cm,Burnley,Forward,18.0,4.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Michael Forbes,Northern Ireland,29/04/2004,188cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tyrese Fornah,Sierra Leone,11/09/1999,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Pablo Fornals,Spain,22/02/1996,178cm,0,Midfielder,152.0,16.0,13.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Omari Forson,England,20/07/2004,0,0,Midfielder,4.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Lyle Foster,South Africa,03/09/2000,185cm,0,Forward,24.0,5.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tariqe Fosu-Henry,Ghana,05/11/1995,180cm,0,Midfielder,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Denis Franchi,Italy,22/10/2002,189cm,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Aidan Francis-Clarke,England,13/09/2005,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tyrese Francois,Australia,16/07/2000,173cm,0,Midfielder,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ryan Fraser,Scotland,24/02/1994 (30),163cm,Newcastle United,Midfielder,173.0,18.0,31.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Melkamu Frauendorf,Germany,12/01/2004,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Fred,Brazil,05/03/1993,169cm,0,Midfielder,139.0,8.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Benjamin Fredrick,Nigeria,28/05/2005 (19),0,Brentford,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Luke Freeman,England,22/03/1992,181cm,0,Midfielder,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Remo Freuler,Switzerland,15/04/1992 (32),180cm,Nottingham Forest,Midfielder,28.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
James Furlong,Ireland,07/06/2002,178cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Gabriel Jesus,Brazil,03/04/1997 (27),175cm,Arsenal,Forward,212.0,73.0,40.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Gabriel Magalhães,Brazil,19/12/1997 (26),190cm,Arsenal,Defender,132.0,14.0,0.0,47.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Gabriel Martinelli,Brazil,18/06/2001 (23),178cm,Arsenal,Forward,128.0,32.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Cody Gakpo,Netherlands,07/05/1999 (25),193cm,Liverpool,Forward,56.0,15.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Conor Gallagher,England,06/02/2000 (24),182cm,Chelsea,Midfielder,136.0,18.0,13.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Joe Gardner,England,06/06/2005 (19),0,Nottingham Forest,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Alejandro Garnacho,Argentina,01/07/2004 (20),180cm,Manchester United,Forward,57.0,10.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
James Garner,England,13/03/2001 (23),186cm,Everton,Midfielder,55.0,1.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Joe Gauci,Australia,04/07/2000 (24),194cm,Aston Villa,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jean-Philippe Gbamin,Cote D’Ivoire,25/09/1995,186cm,0,Midfielder,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Billy Gee,England,30/07/2005,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tyrique George,England,04/02/2006 (18),0,Chelsea,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Saman Ghoddos,Iran,06/09/1993,175cm,0,Forward,51.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Morgan Gibbs-White,England,27/01/2000 (24),171cm,Nottingham Forest,Midfielder,120.0,11.0,19.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Alexander Gibson-Hammond,England,10/11/2002,0,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Bryan Gil,Spain,11/02/2001,175cm,0,Forward,24.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Alex Gilbert,Ireland,28/12/2001,183cm,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Alfie Gilchrist,England,28/11/2003 (20),183cm,Chelsea,Defender,11.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ryan Giles,England,26/01/2000,179cm,0,Defender,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Mark Gillespie,England,27/03/1992 (32),192cm,Newcastle United,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Billy Gilmour,Scotland,11/06/2001 (23),170cm,Brighton & Hove Albion,Midfielder,79.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ben Godfrey,England,15/01/1998,183cm,0,Defender,112.0,0.0,3.0,22.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Martial Godo,England,14/03/2003,0,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Michael Golding,England,23/05/2006 (18),178cm,Leicester City,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Joe Gomez,England,23/05/1997 (27),188cm,Liverpool,Defender,140.0,0.0,5.0,46.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Gonçalo Guedes,Portugal,29/11/1996 (27),179cm,Villarreal,Forward,13.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Enso González,Paraguay,20/01/2005 (19),169cm,Wolverhampton Wanderers,Forward,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Charlie Goode,England,03/08/1995,196cm,0,Defender,6.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Owen Goodman,England,27/11/2003,0,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
John-Kymani Gordon,England,13/02/2003,181cm,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Daniel Gore,England,26/09/2004,0,0,Midfielder,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
True Grant,England,02/11/2005,0,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ryan Gravenberch,Netherlands,16/05/2002 (22),190cm,Liverpool,Midfielder,26.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ivo Grbic,Croatia,18/01/1996,195cm,0,Goalkeeper,9.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ben Greenwood,Ireland,20/02/2003,170cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Seán Grehan,Ireland,08/01/2004 (20),0,Carlisle United,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Harvey Griffiths,England,22/09/2003 (20),0,Wolverhampton Wanderers,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Pascal Groß,Germany,15/06/1991,181cm,0,Midfielder,228.0,30.0,45.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Vicente Guaita,Spain,10/01/1987,190cm,0,Goalkeeper,149.0,0.0,0.0,42.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jóhann Gudmundsson,Iceland,27/10/1990,186cm,0,Midfielder,162.0,10.0,21.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Marc Guéhi,England,13/07/2000 (24),182cm,Crystal Palace,Defender,98.0,3.0,2.0,22.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Idrissa Gueye,Senegal,26/09/1989 (34),174cm,Everton,Midfielder,192.0,7.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ilkay Gündogan,Germany,24/10/1990,180cm,0,Midfielder,188.0,44.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Luca Gunter,England,23/03/2005 (19),0,Tottenham Hotspur,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Gustavo Scarpa,Brazil,05/01/1994,176cm,0,Midfielder,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Malo Gusto,France,19/05/2003 (21),179cm,Chelsea,Defender,27.0,0.0,6.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Josko Gvardiol,Croatia,23/01/2002 (22),185cm,Manchester City,Defender,28.0,4.0,1.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Erling Haaland,Norway,21/07/2000 (24),194cm,Manchester City,Forward,66.0,63.0,13.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jordan Hackett,England,20/02/2004,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Antwoine Hackford,England,20/03/2004,0,0,Forward,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Lewis Hall,England,08/09/2004 (19),179cm,Newcastle United,Defender,27.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Gustavo Hamer,Netherlands,24/06/1997,169cm,0,Midfielder,36.0,4.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Micah Hamilton,England,13/11/2003 (20),0,Manchester City,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Oliver Hammond,Wales,13/11/2002,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Owen Hampson,England,17/11/2004,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Isak Hansen-Aaröen,Norway,22/08/2004,173cm,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Luke Harris,Wales,04/03/2005,177cm,0,Midfielder,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ollie Harrison,England,07/08/2007,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Taylor Harwood-Bellis,England,30/01/2002 (22),188cm,Southampton,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Daiki Hashioka,Japan,17/05/1999,182cm,0,Defender,10.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Kai Havertz,Germany,11/06/1999 (25),193cm,Arsenal,Midfielder,128.0,32.0,14.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ayden Heaven,England,22/09/2006 (17),0,Arsenal,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Krisztián Hegyi,Hungary,24/09/2002,196cm,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Karl Hein,Estonia,13/04/2002 (22),193cm,Arsenal,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Dean Henderson,England,12/03/1997 (27),188cm,Crystal Palace,Goalkeeper,85.0,0.0,0.0,27.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Rico Henry,England,08/07/1997 (27),170cm,Brentford,Defender,76.0,3.0,3.0,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Travis Hernes,Norway,04/11/2005 (18),0,Newcastle United,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Yangel Herrera,Venezuela,07/01/1998,184cm,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Owen Hesketh,Wales,10/10/2002,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Aaron Hickey,Scotland,10/06/2002 (22),178cm,Brentford,Defender,35.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
James Hill,England,10/01/2002 (22),184cm,Bournemouth,Defender,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
James Hillson,England,14/01/2001,0,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jack Hinchy,England,30/01/2003,180cm,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jack Hinshelwood,England,11/04/2005 (19),0,Brighton & Hove Albion,Midfielder,13.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Joe Hodge,Ireland,14/09/2002 (21),172cm,Wolverhampton Wanderers,Midfielder,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ki-Jana Hoever,Netherlands,18/01/2002 (22),183cm,Stoke City,Defender,20.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Fletcher Holman,England,12/10/2004 (19),0,Wolverhampton Wanderers,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Thomas Holmes,England,12/03/2000,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ethan Horvath,United States,09/06/1995,191cm,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Justin Hubner,Indonesia,14/09/2003 (20),187cm,Wolverhampton Wanderers,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
